Node List,Node Source
CREB3,c2.cp.wikipathways.v2023.2.Hs.symbols
PKIB,c2.cp.wikipathways.v2023.2.Hs.symbols
YWHAE,c2.cp.wikipathways.v2023.2.Hs.symbols
CALD1,c2.cp.wikipathways.v2023.2.Hs.symbols
RAMP3,c2.cp.wikipathways.v2023.2.Hs.symbols
ARRB2,c2.cp.wikipathways.v2023.2.Hs.symbols
SFN,c2.cp.wikipathways.v2023.2.Hs.symbols
MYLK2,c2.cp.wikipathways.v2023.2.Hs.symbols
OXT,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS4,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS5,c2.cp.wikipathways.v2023.2.Hs.symbols
GNG12,c2.cp.wikipathways.v2023.2.Hs.symbols
CAMK2B,c2.cp.wikipathways.v2023.2.Hs.symbols
ATF1,c2.cp.wikipathways.v2023.2.Hs.symbols
ADCY4,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS6,c2.cp.wikipathways.v2023.2.Hs.symbols
ADCY5,c2.cp.wikipathways.v2023.2.Hs.symbols
MYL4,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS16,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTO1,c2.cp.wikipathways.v2023.2.Hs.symbols
PLCD1,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS2,c2.cp.wikipathways.v2023.2.Hs.symbols
YWHAQ,c2.cp.wikipathways.v2023.2.Hs.symbols
CAMK2D,c2.cp.wikipathways.v2023.2.Hs.symbols
GNG4,c2.cp.wikipathways.v2023.2.Hs.symbols
LPAR1,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS7,c2.cp.wikipathways.v2023.2.Hs.symbols
ADCY1,c2.cp.wikipathways.v2023.2.Hs.symbols
CRCP,c2.cp.wikipathways.v2023.2.Hs.symbols
RAMP1,c2.cp.wikipathways.v2023.2.Hs.symbols
ATF3,c2.cp.wikipathways.v2023.2.Hs.symbols
ARRB1,c2.cp.wikipathways.v2023.2.Hs.symbols
GABPA,c2.cp.wikipathways.v2023.2.Hs.symbols
LINC02210-CRHR1,c2.cp.wikipathways.v2023.2.Hs.symbols
PKIG,c2.cp.wikipathways.v2023.2.Hs.symbols
YWHAB,c2.cp.wikipathways.v2023.2.Hs.symbols
GABPB1,c2.cp.wikipathways.v2023.2.Hs.symbols
GNB1,c2.cp.wikipathways.v2023.2.Hs.symbols
CNN2,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS10,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS9,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS18,c2.cp.wikipathways.v2023.2.Hs.symbols
PKIA,c2.cp.wikipathways.v2023.2.Hs.symbols
PLCG2,c2.cp.wikipathways.v2023.2.Hs.symbols
CAMK2A,c2.cp.wikipathways.v2023.2.Hs.symbols
GNB5,c2.cp.wikipathways.v2023.2.Hs.symbols
GNB3,c2.cp.wikipathways.v2023.2.Hs.symbols
GUCA2B,c2.cp.wikipathways.v2023.2.Hs.symbols
GNG11,c2.cp.wikipathways.v2023.2.Hs.symbols
RXFP2,c2.cp.wikipathways.v2023.2.Hs.symbols
GNAS,c2.cp.wikipathways.v2023.2.Hs.symbols
GRK5,c2.cp.wikipathways.v2023.2.Hs.symbols
PRKCH,c2.cp.wikipathways.v2023.2.Hs.symbols
ACTA1,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS19,c2.cp.wikipathways.v2023.2.Hs.symbols
CRHR1,c2.cp.wikipathways.v2023.2.Hs.symbols
GNB4,c2.cp.wikipathways.v2023.2.Hs.symbols
RGS20,c2.cp.wikipathways.v2023.2.Hs.symbols
CRH,c2.cp.wikipathways.v2023.2.Hs.symbols
GNG2,c2.cp.wikipathways.v2023.2.Hs.symbols
CACNB3,c2.cp.wikipathways.v2023.2.Hs.symbols
CAMK2G,c2.cp.wikipathways.v2023.2.Hs.symbols
ADCY8,c2.cp.wikipathways.v2023.2.Hs.symbols
ARHGEF28,c2.cp.wikipathways.v2023.2.Hs.symbols
JAG1,c2.cp.wikipathways.v2023.2.Hs.symbols
LAMTOR3,c2.cp.wikipathways.v2023.2.Hs.symbols
BCAR1,c2.cp.wikipathways.v2023.2.Hs.symbols
MEF2C,c2.cp.wikipathways.v2023.2.Hs.symbols
CCKBR,c2.cp.wikipathways.v2023.2.Hs.symbols
MAP3K11,c2.cp.wikipathways.v2023.2.Hs.symbols
BIRC3,c2.cp.wikipathways.v2023.2.Hs.symbols
HDAC7,c2.cp.wikipathways.v2023.2.Hs.symbols
MEF2D,c2.cp.wikipathways.v2023.2.Hs.symbols
CRK,c2.cp.wikipathways.v2023.2.Hs.symbols
TJP1,c2.cp.wikipathways.v2023.2.Hs.symbols
TFF2,c2.cp.wikipathways.v2023.2.Hs.symbols
GAST,c2.cp.wikipathways.v2023.2.Hs.symbols
HDC,c2.cp.wikipathways.v2023.2.Hs.symbols
CHGA,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC9A3,c2.cp.wikipathways.v2023.2.Hs.symbols
YES1,c2.cp.wikipathways.v2023.2.Hs.symbols
RHOD,c2.cp.wikipathways.v2023.2.Hs.symbols
SERPINB2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC9A1,c2.cp.wikipathways.v2023.2.Hs.symbols
CLDN1,c2.cp.wikipathways.v2023.2.Hs.symbols
PRKD2,c2.cp.wikipathways.v2023.2.Hs.symbols
MEF2B,c2.cp.wikipathways.v2023.2.Hs.symbols
BORCS8-MEF2B,c2.cp.wikipathways.v2023.2.Hs.symbols
PPARG,c2.cp.wikipathways.v2023.2.Hs.symbols
ANXA2,c2.cp.wikipathways.v2023.2.Hs.symbols
TCF4,c2.cp.wikipathways.v2023.2.Hs.symbols
KISS1,c2.cp.wikipathways.v2023.2.Hs.symbols
PDK1,c2.cp.wikipathways.v2023.2.Hs.symbols
KISS1R,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP11A1,c2.cp.wikipathways.v2023.2.Hs.symbols
GDF9,c2.cp.wikipathways.v2023.2.Hs.symbols
BMP15,c2.cp.wikipathways.v2023.2.Hs.symbols
STAR,c2.cp.wikipathways.v2023.2.Hs.symbols
HSD3B1,c2.cp.wikipathways.v2023.2.Hs.symbols
AMH,c2.cp.wikipathways.v2023.2.Hs.symbols
FSHR,c2.cp.wikipathways.v2023.2.Hs.symbols
EMD,c2.cp.wikipathways.v2023.2.Hs.symbols
ADIPOQ,c2.cp.wikipathways.v2023.2.Hs.symbols
TLE1,c2.cp.wikipathways.v2023.2.Hs.symbols
HES5,c2.cp.wikipathways.v2023.2.Hs.symbols
HES1,c2.cp.wikipathways.v2023.2.Hs.symbols
AGO2,c2.cp.wikipathways.v2023.2.Hs.symbols
HMGA2,c2.cp.wikipathways.v2023.2.Hs.symbols
FNTA,c2.cp.wikipathways.v2023.2.Hs.symbols
TARBP2,c2.cp.wikipathways.v2023.2.Hs.symbols
DICER1,c2.cp.wikipathways.v2023.2.Hs.symbols
CEBPD,c2.cp.wikipathways.v2023.2.Hs.symbols
ICMT,c2.cp.wikipathways.v2023.2.Hs.symbols
ZMPSTE24,c2.cp.wikipathways.v2023.2.Hs.symbols
LMNA,c2.cp.wikipathways.v2023.2.Hs.symbols
MIRLET7B,c2.cp.wikipathways.v2023.2.Hs.symbols
CDK6,c2.cp.wikipathways.v2023.2.Hs.symbols
TOR1AIP1,c2.cp.wikipathways.v2023.2.Hs.symbols
JUND,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTM3,c2.cp.wikipathways.v2023.2.Hs.symbols
SERPINA1,c2.cp.wikipathways.v2023.2.Hs.symbols
HMOX1,c2.cp.wikipathways.v2023.2.Hs.symbols
GPX3,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT1A1,c2.cp.wikipathways.v2023.2.Hs.symbols
AMIGO2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A4,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A2,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTM2,c2.cp.wikipathways.v2023.2.Hs.symbols
TGFA,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A18,c2.cp.wikipathways.v2023.2.Hs.symbols
SMC1A,c2.cp.wikipathways.v2023.2.Hs.symbols
PPARGC1A,c2.cp.wikipathways.v2023.2.Hs.symbols
HSP90AB1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A2,c2.cp.wikipathways.v2023.2.Hs.symbols
PTGES3,c2.cp.wikipathways.v2023.2.Hs.symbols
CPT2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A16,c2.cp.wikipathways.v2023.2.Hs.symbols
POU5F1,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT1A4,c2.cp.wikipathways.v2023.2.Hs.symbols
PRRG4,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A3,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTA5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A3,c2.cp.wikipathways.v2023.2.Hs.symbols
SCP2,c2.cp.wikipathways.v2023.2.Hs.symbols
CES5A,c2.cp.wikipathways.v2023.2.Hs.symbols
GADD45B,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC26A2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A9,c2.cp.wikipathways.v2023.2.Hs.symbols
BHLHE40,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A5,c2.cp.wikipathways.v2023.2.Hs.symbols
CES3,c2.cp.wikipathways.v2023.2.Hs.symbols
MFGE8,c2.cp.wikipathways.v2023.2.Hs.symbols
SERTAD2,c2.cp.wikipathways.v2023.2.Hs.symbols
FGD4,c2.cp.wikipathways.v2023.2.Hs.symbols
ACADM,c2.cp.wikipathways.v2023.2.Hs.symbols
GSR,c2.cp.wikipathways.v2023.2.Hs.symbols
DNAJB1,c2.cp.wikipathways.v2023.2.Hs.symbols
FGF19,c2.cp.wikipathways.v2023.2.Hs.symbols
KLK15,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP2C19,c2.cp.wikipathways.v2023.2.Hs.symbols
ADGRF4,c2.cp.wikipathways.v2023.2.Hs.symbols
GCC1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A12,c2.cp.wikipathways.v2023.2.Hs.symbols
TNS4,c2.cp.wikipathways.v2023.2.Hs.symbols
SNAI2,c2.cp.wikipathways.v2023.2.Hs.symbols
SULT1A1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A11,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A9,c2.cp.wikipathways.v2023.2.Hs.symbols
DBI,c2.cp.wikipathways.v2023.2.Hs.symbols
STOM,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP4A11,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A7,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A8,c2.cp.wikipathways.v2023.2.Hs.symbols
MGST1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLCO1B1,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCG5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A4,c2.cp.wikipathways.v2023.2.Hs.symbols
NR1H4,c2.cp.wikipathways.v2023.2.Hs.symbols
ACOX1,c2.cp.wikipathways.v2023.2.Hs.symbols
CES4A,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A9,c2.cp.wikipathways.v2023.2.Hs.symbols
ME1,c2.cp.wikipathways.v2023.2.Hs.symbols
SRXN1,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTM4,c2.cp.wikipathways.v2023.2.Hs.symbols
SRGN,c2.cp.wikipathways.v2023.2.Hs.symbols
EPB41L4B,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP4F12,c2.cp.wikipathways.v2023.2.Hs.symbols
DNAJC15,c2.cp.wikipathways.v2023.2.Hs.symbols
SCD,c2.cp.wikipathways.v2023.2.Hs.symbols
POLK,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC7A11,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A13,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A7,c2.cp.wikipathways.v2023.2.Hs.symbols
MGST3,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A12,c2.cp.wikipathways.v2023.2.Hs.symbols
BLVRB,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A9,c2.cp.wikipathways.v2023.2.Hs.symbols
ENC1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC19A2,c2.cp.wikipathways.v2023.2.Hs.symbols
AKAP13,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A11,c2.cp.wikipathways.v2023.2.Hs.symbols
PLK2,c2.cp.wikipathways.v2023.2.Hs.symbols
MGST2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A6,c2.cp.wikipathways.v2023.2.Hs.symbols
ACAA1,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT2B4,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A12,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCG8,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCC2,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTT2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC27A1,c2.cp.wikipathways.v2023.2.Hs.symbols
HSPA1A,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT1A9,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A8,c2.cp.wikipathways.v2023.2.Hs.symbols
CDC42EP3,c2.cp.wikipathways.v2023.2.Hs.symbols
ADH7,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A20,c2.cp.wikipathways.v2023.2.Hs.symbols
FASN,c2.cp.wikipathways.v2023.2.Hs.symbols
IP6K3,c2.cp.wikipathways.v2023.2.Hs.symbols
CAP2,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCB11,c2.cp.wikipathways.v2023.2.Hs.symbols
SMARCA1,c2.cp.wikipathways.v2023.2.Hs.symbols
CBR3,c2.cp.wikipathways.v2023.2.Hs.symbols
IL11,c2.cp.wikipathways.v2023.2.Hs.symbols
DNAJC7,c2.cp.wikipathways.v2023.2.Hs.symbols
ZIC2,c2.cp.wikipathways.v2023.2.Hs.symbols
NR3C1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A8,c2.cp.wikipathways.v2023.2.Hs.symbols
ANGPTL4,c2.cp.wikipathways.v2023.2.Hs.symbols
IL12B,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A7,c2.cp.wikipathways.v2023.2.Hs.symbols
ETNK2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A17,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A3,c2.cp.wikipathways.v2023.2.Hs.symbols
CBR1,c2.cp.wikipathways.v2023.2.Hs.symbols
TXNRD3,c2.cp.wikipathways.v2023.2.Hs.symbols
FTL,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A6,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A10,c2.cp.wikipathways.v2023.2.Hs.symbols
PGD,c2.cp.wikipathways.v2023.2.Hs.symbols
EHHADH,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A14,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A13,c2.cp.wikipathways.v2023.2.Hs.symbols
SRPX2,c2.cp.wikipathways.v2023.2.Hs.symbols
CES2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A1,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP2A6,c2.cp.wikipathways.v2023.2.Hs.symbols
PPP1R14C,c2.cp.wikipathways.v2023.2.Hs.symbols
HGF,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A6,c2.cp.wikipathways.v2023.2.Hs.symbols
ABHD2,c2.cp.wikipathways.v2023.2.Hs.symbols
CAVIN2,c2.cp.wikipathways.v2023.2.Hs.symbols
CUL1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A1,c2.cp.wikipathways.v2023.2.Hs.symbols
TSC22D3,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC7A5,c2.cp.wikipathways.v2023.2.Hs.symbols
ALOX5AP,c2.cp.wikipathways.v2023.2.Hs.symbols
NR1I3,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A1,c2.cp.wikipathways.v2023.2.Hs.symbols
TGFBR3,c2.cp.wikipathways.v2023.2.Hs.symbols
PDK4,c2.cp.wikipathways.v2023.2.Hs.symbols
B3GNT5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A6,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A14,c2.cp.wikipathways.v2023.2.Hs.symbols
GPR153,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A5,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCB4,c2.cp.wikipathways.v2023.2.Hs.symbols
FGF13,c2.cp.wikipathways.v2023.2.Hs.symbols
GPAM,c2.cp.wikipathways.v2023.2.Hs.symbols
IL17B,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT1A6,c2.cp.wikipathways.v2023.2.Hs.symbols
SOD3,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A11,c2.cp.wikipathways.v2023.2.Hs.symbols
MAFG,c2.cp.wikipathways.v2023.2.Hs.symbols
CES1,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTM5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A7,c2.cp.wikipathways.v2023.2.Hs.symbols
SEC14L1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLCO2B1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC2A13,c2.cp.wikipathways.v2023.2.Hs.symbols
ALDH3A1,c2.cp.wikipathways.v2023.2.Hs.symbols
SPINK13,c2.cp.wikipathways.v2023.2.Hs.symbols
PPARA,c2.cp.wikipathways.v2023.2.Hs.symbols
PMP2,c2.cp.wikipathways.v2023.2.Hs.symbols
NRG1,c2.cp.wikipathways.v2023.2.Hs.symbols
GCLM,c2.cp.wikipathways.v2023.2.Hs.symbols
NCOA6,c2.cp.wikipathways.v2023.2.Hs.symbols
NR1I2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC27A5,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCC3,c2.cp.wikipathways.v2023.2.Hs.symbols
EDN2,c2.cp.wikipathways.v2023.2.Hs.symbols
CDK4,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A2,c2.cp.wikipathways.v2023.2.Hs.symbols
GGT1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC5A10,c2.cp.wikipathways.v2023.2.Hs.symbols
GPX2,c2.cp.wikipathways.v2023.2.Hs.symbols
FTH1,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP8B1,c2.cp.wikipathways.v2023.2.Hs.symbols
APOC3,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A4,c2.cp.wikipathways.v2023.2.Hs.symbols
KTN1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A5,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTA1,c2.cp.wikipathways.v2023.2.Hs.symbols
PTGR1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A15,c2.cp.wikipathways.v2023.2.Hs.symbols
CPT1A,c2.cp.wikipathways.v2023.2.Hs.symbols
FKBP5,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A19,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTA2,c2.cp.wikipathways.v2023.2.Hs.symbols
PRDX6,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A8,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTM1,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCC4,c2.cp.wikipathways.v2023.2.Hs.symbols
FABP1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC6A3,c2.cp.wikipathways.v2023.2.Hs.symbols
SCNN1A,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTP1,c2.cp.wikipathways.v2023.2.Hs.symbols
SERPINB9,c2.cp.wikipathways.v2023.2.Hs.symbols
NAV3,c2.cp.wikipathways.v2023.2.Hs.symbols
CPEB4,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTA3,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT2B7,c2.cp.wikipathways.v2023.2.Hs.symbols
APOA5,c2.cp.wikipathways.v2023.2.Hs.symbols
BAAT,c2.cp.wikipathways.v2023.2.Hs.symbols
UGT1A7,c2.cp.wikipathways.v2023.2.Hs.symbols
ARL5B,c2.cp.wikipathways.v2023.2.Hs.symbols
PLTP,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A11,c2.cp.wikipathways.v2023.2.Hs.symbols
GSTA4,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A14,c2.cp.wikipathways.v2023.2.Hs.symbols
FGFBP1,c2.cp.wikipathways.v2023.2.Hs.symbols
ABCC5,c2.cp.wikipathways.v2023.2.Hs.symbols
ANKRD1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC39A10,c2.cp.wikipathways.v2023.2.Hs.symbols
ALAS1,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC10A1,c2.cp.wikipathways.v2023.2.Hs.symbols
CYP3A7,c2.cp.wikipathways.v2023.2.Hs.symbols
MYOF,c2.cp.wikipathways.v2023.2.Hs.symbols
S100P,c2.cp.wikipathways.v2023.2.Hs.symbols
EPHA3,c2.cp.wikipathways.v2023.2.Hs.symbols
CDKN1C,c2.cp.wikipathways.v2023.2.Hs.symbols
CGA,c2.cp.wikipathways.v2023.2.Hs.symbols
APEX1,c2.cp.wikipathways.v2023.2.Hs.symbols
RAP1B,c2.cp.wikipathways.v2023.2.Hs.symbols
RALGDS,c2.cp.wikipathways.v2023.2.Hs.symbols
TSHB,c2.cp.wikipathways.v2023.2.Hs.symbols
GNA12,c2.cp.wikipathways.v2023.2.Hs.symbols
MYL12B,c2.cp.wikipathways.v2023.2.Hs.symbols
KCNIP3,c2.cp.wikipathways.v2023.2.Hs.symbols
PLD1,c2.cp.wikipathways.v2023.2.Hs.symbols
RBL2,c2.cp.wikipathways.v2023.2.Hs.symbols
RAP1GAP,c2.cp.wikipathways.v2023.2.Hs.symbols
SCRIB,c2.cp.wikipathways.v2023.2.Hs.symbols
TSHR,c2.cp.wikipathways.v2023.2.Hs.symbols
GNA13,c2.cp.wikipathways.v2023.2.Hs.symbols
IMP3,c2.cp.wikipathways.v2023.2.Hs.symbols
IL37,c2.cp.wikipathways.v2023.2.Hs.symbols
CSN2,c2.cp.wikipathways.v2023.2.Hs.symbols
NFATC4,c2.cp.wikipathways.v2023.2.Hs.symbols
ACACB,c2.cp.wikipathways.v2023.2.Hs.symbols
NCF2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC12A3,c2.cp.wikipathways.v2023.2.Hs.symbols
GATA1,c2.cp.wikipathways.v2023.2.Hs.symbols
TICAM2,c2.cp.wikipathways.v2023.2.Hs.symbols
MEF2A,c2.cp.wikipathways.v2023.2.Hs.symbols
IL18R1,c2.cp.wikipathways.v2023.2.Hs.symbols
MAP3K7,c2.cp.wikipathways.v2023.2.Hs.symbols
PRICKLE1,c2.cp.wikipathways.v2023.2.Hs.symbols
PRICKLE2,c2.cp.wikipathways.v2023.2.Hs.symbols
GPC4,c2.cp.wikipathways.v2023.2.Hs.symbols
NFATC1,c2.cp.wikipathways.v2023.2.Hs.symbols
VANGL1,c2.cp.wikipathways.v2023.2.Hs.symbols
INVS,c2.cp.wikipathways.v2023.2.Hs.symbols
DAAM2,c2.cp.wikipathways.v2023.2.Hs.symbols
DAAM1,c2.cp.wikipathways.v2023.2.Hs.symbols
TTF2,c2.cp.wikipathways.v2023.2.Hs.symbols
MC4R,c2.cp.wikipathways.v2023.2.Hs.symbols
ZNF516,c2.cp.wikipathways.v2023.2.Hs.symbols
MAFA,c2.cp.wikipathways.v2023.2.Hs.symbols
AQP7,c2.cp.wikipathways.v2023.2.Hs.symbols
KLB,c2.cp.wikipathways.v2023.2.Hs.symbols
DIO1,c2.cp.wikipathways.v2023.2.Hs.symbols
NPY,c2.cp.wikipathways.v2023.2.Hs.symbols
SIRT6,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC16A2,c2.cp.wikipathways.v2023.2.Hs.symbols
KDM3B,c2.cp.wikipathways.v2023.2.Hs.symbols
TRH,c2.cp.wikipathways.v2023.2.Hs.symbols
MGLL,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC16A10,c2.cp.wikipathways.v2023.2.Hs.symbols
PRDM16,c2.cp.wikipathways.v2023.2.Hs.symbols
SLCO1C1,c2.cp.wikipathways.v2023.2.Hs.symbols
NHSL1,c2.cp.wikipathways.v2023.2.Hs.symbols
SECISBP2L,c2.cp.wikipathways.v2023.2.Hs.symbols
TSC1,c2.cp.wikipathways.v2023.2.Hs.symbols
NOTCH1,c2.cp.wikipathways.v2023.2.Hs.symbols
PLIN1,c2.cp.wikipathways.v2023.2.Hs.symbols
TBC1D4,c2.cp.wikipathways.v2023.2.Hs.symbols
PFKFB2,c2.cp.wikipathways.v2023.2.Hs.symbols
DUOX2,c2.cp.wikipathways.v2023.2.Hs.symbols
NPR1,c2.cp.wikipathways.v2023.2.Hs.symbols
ACTL6B,c2.cp.wikipathways.v2023.2.Hs.symbols
DUOXA2,c2.cp.wikipathways.v2023.2.Hs.symbols
TTF1,c2.cp.wikipathways.v2023.2.Hs.symbols
UCP1,c2.cp.wikipathways.v2023.2.Hs.symbols
POMC,c2.cp.wikipathways.v2023.2.Hs.symbols
PNPLA2,c2.cp.wikipathways.v2023.2.Hs.symbols
ADRB3,c2.cp.wikipathways.v2023.2.Hs.symbols
PAX8,c2.cp.wikipathways.v2023.2.Hs.symbols
TG,c2.cp.wikipathways.v2023.2.Hs.symbols
DIO2,c2.cp.wikipathways.v2023.2.Hs.symbols
NPPB,c2.cp.wikipathways.v2023.2.Hs.symbols
DIO3,c2.cp.wikipathways.v2023.2.Hs.symbols
IYD,c2.cp.wikipathways.v2023.2.Hs.symbols
THRA,c2.cp.wikipathways.v2023.2.Hs.symbols
AGRP,c2.cp.wikipathways.v2023.2.Hs.symbols
FRS2,c2.cp.wikipathways.v2023.2.Hs.symbols
TSC2,c2.cp.wikipathways.v2023.2.Hs.symbols
SLC26A4,c2.cp.wikipathways.v2023.2.Hs.symbols
PRKG2,c2.cp.wikipathways.v2023.2.Hs.symbols
THRB,c2.cp.wikipathways.v2023.2.Hs.symbols
RPS6KA6,c2.cp.wikipathways.v2023.2.Hs.symbols
MAP4K5,c2.cp.wikipathways.v2023.2.Hs.symbols
AURKB,c2.cp.wikipathways.v2023.2.Hs.symbols
MARK2,c2.cp.wikipathways.v2023.2.Hs.symbols
STMN1,c2.cp.wikipathways.v2023.2.Hs.symbols
TRIO,c2.cp.wikipathways.v2023.2.Hs.symbols
TESK2,c2.cp.wikipathways.v2023.2.Hs.symbols
CLASP1,c2.cp.wikipathways.v2023.2.Hs.symbols
PARD6A,c2.cp.wikipathways.v2023.2.Hs.symbols
PHLDB2,c2.cp.wikipathways.v2023.2.Hs.symbols
ABL1,c2.cp.wikipathways.v2023.2.Hs.symbols
MAPRE1,c2.cp.wikipathways.v2023.2.Hs.symbols
CLIP1,c2.cp.wikipathways.v2023.2.Hs.symbols
TAOK1,c2.cp.wikipathways.v2023.2.Hs.symbols
MARK1,c2.cp.wikipathways.v2023.2.Hs.symbols
