Node List,Source
MYBL1,Oncogene_CancerMine
MYBBP1A,Oncogene_CancerMine
MTHFD2,Oncogene_CancerMine
COX2,Oncogene_CancerMine
MTBP,Oncogene_CancerMine
MTA1,Oncogene_CancerMine
ABCG2,Oncogene_CancerMine
MSI1,Oncogene_CancerMine
ARSD,Oncogene_CancerMine
MMP14,Oncogene_CancerMine
FOXO4,Oncogene_CancerMine
KMT2D,Oncogene_CancerMine
MLF2,Oncogene_CancerMine
MIP,Oncogene_CancerMine
MIF,Oncogene_CancerMine
SCGB2A2,Oncogene_CancerMine
ARPC2,Oncogene_CancerMine
MGAT3,Oncogene_CancerMine
MFNG,Oncogene_CancerMine
BMAL1,Oncogene_CancerMine
MAZ,Oncogene_CancerMine
MAPT,Oncogene_CancerMine
MAPRE1,Oncogene_CancerMine
MAPK9,Oncogene_CancerMine
MAPK3,Oncogene_CancerMine
MAP3K7,Oncogene_CancerMine
MAP3K2,Oncogene_CancerMine
MAP3K14,Oncogene_CancerMine
MAP3K11,Oncogene_CancerMine
MAP3K1,Oncogene_CancerMine
MAP2K7,Oncogene_CancerMine
LYN,Oncogene_CancerMine
RND3,Oncogene_CancerMine
RHOB,Oncogene_CancerMine
RHOA,Oncogene_CancerMine
LMNA,Oncogene_CancerMine
LIMK1,Oncogene_CancerMine
LIF,Oncogene_CancerMine
ARF4,Oncogene_CancerMine
LDHB,Oncogene_CancerMine
LDHA,Oncogene_CancerMine
LATS2,Oncogene_CancerMine
LATS1,Oncogene_CancerMine
STMN1,Oncogene_CancerMine
AREG,Oncogene_CancerMine
AFF3,Oncogene_CancerMine
KRT6A,Oncogene_CancerMine
KIF2C,Oncogene_CancerMine
KIF23,Oncogene_CancerMine
AQP5,Oncogene_CancerMine
KLK10,Oncogene_CancerMine
AQP1,Oncogene_CancerMine
KIF3C,Oncogene_CancerMine
KIF2A,Oncogene_CancerMine
KDR,Oncogene_CancerMine
KCNK9,Oncogene_CancerMine
CD82,Oncogene_CancerMine
JUND,Oncogene_CancerMine
JUNB,Oncogene_CancerMine
JTB,Oncogene_CancerMine
APP,Oncogene_CancerMine
ITGB2,Oncogene_CancerMine
ITGB1,Oncogene_CancerMine
ISL1,Oncogene_CancerMine
IRS1,Oncogene_CancerMine
IRF6,Oncogene_CancerMine
IRF2,Oncogene_CancerMine
IQGAP2,Oncogene_CancerMine
IQGAP1,Oncogene_CancerMine
INS,Oncogene_CancerMine
INPP1,Oncogene_CancerMine
IL6,Oncogene_CancerMine
IKBKB,Oncogene_CancerMine
BIRC3,Oncogene_CancerMine
RBPJ,Oncogene_CancerMine
AP1S1,Oncogene_CancerMine
IGFBP2,Oncogene_CancerMine
IDH2,Oncogene_CancerMine
ANXA2,Oncogene_CancerMine
HYAL1,Oncogene_CancerMine
HSPA8,Oncogene_CancerMine
PRMT1,Oncogene_CancerMine
HRK,Oncogene_CancerMine
ERAS,Oncogene_CancerMine
HOXD9,Oncogene_CancerMine
HOXD10,Oncogene_CancerMine
HOXC8,Oncogene_CancerMine
