Node List,Source
TNFSF11,Driver_CancerMine
TBX3,Driver_CancerMine
TBX1,Driver_CancerMine
SNAI2,Driver_CancerMine
RUNX1,Driver_CancerMine
RET,Driver_CancerMine
KDM5A,Driver_CancerMine
MED1,Driver_CancerMine
PODXL,Driver_CancerMine
KAT2B,Driver_CancerMine
NRG1,Driver_CancerMine
NRAS,Driver_CancerMine
ATM,Driver_CancerMine
NOTCH4,Driver_CancerMine
NOTCH2,Driver_CancerMine
NOS2,Driver_CancerMine
NFIB,Driver_CancerMine
NFATC2,Driver_CancerMine
MUC1,Driver_CancerMine
MIF,Driver_CancerMine
MET,Driver_CancerMine
MCL1,Driver_CancerMine
MAP3K11,Driver_CancerMine
RHOC,Driver_CancerMine
LOXL2,Driver_CancerMine
LOX,Driver_CancerMine
AREG,Driver_CancerMine
AR,Driver_CancerMine
JAG1,Driver_CancerMine
INPP4B,Driver_CancerMine
CXCR2,Driver_CancerMine
APC,Driver_CancerMine
HRG,Driver_CancerMine
HOXA1,Driver_CancerMine
FOXA1,Driver_CancerMine
HMGA1,Driver_CancerMine
HMGA2,Driver_CancerMine
HGF,Driver_CancerMine
GSTP1,Driver_CancerMine
GPER1,Driver_CancerMine
GNAS,Driver_CancerMine
GADD45A,Driver_CancerMine
FGF2,Driver_CancerMine
FGF19,Driver_CancerMine
FASN,Driver_CancerMine
FABP4,Driver_CancerMine
ETS1,Driver_CancerMine
AHR,Driver_CancerMine
ELF5,Driver_CancerMine
EGF,Driver_CancerMine
E2F1,Driver_CancerMine
DUSP4,Driver_CancerMine
GDF15,Driver_CancerMine
MTDH,Driver_CancerMine
LSR,Driver_CancerMine
MORC2,Driver_CancerMine
FGD5,Driver_CancerMine
CECR2,Driver_CancerMine
TMC6,Driver_CancerMine
METTL3,Driver_CancerMine
APOBEC3B,Driver_CancerMine
CD24,Driver_CancerMine
NLRC4,Driver_CancerMine
CCR7,Driver_CancerMine
PAK4,Driver_CancerMine
RBCK1,Driver_CancerMine
IKBKE,Driver_CancerMine
MRPS23,Driver_CancerMine
WBP2,Driver_CancerMine
TRPS1,Driver_CancerMine
TRAF4,Driver_CancerMine
TLR4,Driver_CancerMine
TGFB1,Driver_CancerMine
TFAP2C,Driver_CancerMine
SREBF1,Driver_CancerMine
SOX9,Driver_CancerMine
SOX4,Driver_CancerMine
SOX2,Driver_CancerMine
SHC1,Driver_CancerMine
SETDB1,Driver_CancerMine
NTRK3,Driver_CancerMine
ETV6,Driver_CancerMine
PIK3R1,Driver_CancerMine
PCK2,Driver_CancerMine
NCK1,Driver_CancerMine
MYH9,Driver_CancerMine
MYD88,Driver_CancerMine
AQP1,Driver_CancerMine
POSTN,Driver_CancerMine
MELK,Driver_CancerMine
CHEK2,Driver_CancerMine
USP22,Driver_CancerMine
CLTCL1,Driver_CancerMine
RELN,Driver_CancerMine
RELA,Driver_CancerMine
RB1,Driver_CancerMine
RASSF1,Driver_CancerMine
RASAL2,Driver_CancerMine
RARA,Driver_CancerMine
RAC1,Driver_CancerMine
RAB27B,Driver_CancerMine
RAB2A,Driver_CancerMine
PTPRF,Driver_CancerMine
PTPN1,Driver_CancerMine
PTP4A2,Driver_CancerMine
PTK2B,Driver_CancerMine
PTGER4,Driver_CancerMine
BAP1,Driver_CancerMine
PRKDC,Driver_CancerMine
BAG2,Driver_CancerMine
BAG1,Driver_CancerMine
PPP2R2B,Driver_CancerMine
PPP1R9B,Driver_CancerMine
PISD,Driver_CancerMine
PIN1,Driver_CancerMine
AVP,Driver_CancerMine
PHGDH,Driver_CancerMine
PGR,Driver_CancerMine
PGF,Driver_CancerMine
PFKFB4,Driver_CancerMine
PDE4D,Driver_CancerMine
PDCD6,Driver_CancerMine
PAWR,Driver_CancerMine
PAPPA,Driver_CancerMine
SERPINE1,Driver_CancerMine
P2RX7,Driver_CancerMine
OXTR,Driver_CancerMine
OSM,Driver_CancerMine
ATP2B2,Driver_CancerMine
NT5E,Driver_CancerMine
YBX1,Driver_CancerMine
NR2F1,Driver_CancerMine
NOTCH3,Driver_CancerMine
NFYB,Driver_CancerMine
NFKB2,Driver_CancerMine
NFATC1,Driver_CancerMine
NDRG1,Driver_CancerMine
NCOR1,Driver_CancerMine
NCL,Driver_CancerMine
ABL1,Driver_CancerMine
MYO10,Driver_CancerMine
MSC,Driver_CancerMine
MEN1,Driver_CancerMine
MDM2,Driver_CancerMine
MCPH1,Driver_CancerMine
MAPK14,Driver_CancerMine
MAP3K14,Driver_CancerMine
MAP3K1,Driver_CancerMine
MAP2K7,Driver_CancerMine
SMAD4,Driver_CancerMine
SMAD3,Driver_CancerMine
BCAM,Driver_CancerMine
LSP1,Driver_CancerMine
LRP8,Driver_CancerMine
RHOA,Driver_CancerMine
LPA,Driver_CancerMine
LIF,Driver_CancerMine
LDHA,Driver_CancerMine
LCN2,Driver_CancerMine
KIT,Driver_CancerMine
JAG2,Driver_CancerMine
ITGAM,Driver_CancerMine
ISG20,Driver_CancerMine
IRS4,Driver_CancerMine
IRF6,Driver_CancerMine
IRF1,Driver_CancerMine
IL1B,Driver_CancerMine
IL18,Driver_CancerMine
IL17A,Driver_CancerMine
IL13,Driver_CancerMine
IL11,Driver_CancerMine
IFNA1,Driver_CancerMine
IDH2,Driver_CancerMine
ID2,Driver_CancerMine
ID1,Driver_CancerMine
ICMT,Driver_CancerMine
HSPG2,Driver_CancerMine
ABCC1,Driver_CancerMine
ZSCAN22,Driver_CancerMine
HDGF,Driver_CancerMine
HDAC3,Driver_CancerMine
HCFC1,Driver_CancerMine
GTF2IRD1,Driver_CancerMine
GRN,Driver_CancerMine
KISS1R,Driver_CancerMine
GPR19,Driver_CancerMine
GPLD1,Driver_CancerMine
GJA1,Driver_CancerMine
ALK,Driver_CancerMine
GATA4,Driver_CancerMine
GAL,Driver_CancerMine
ALDH1A3,Driver_CancerMine
MTOR,Driver_CancerMine
FOXF2,Driver_CancerMine
FOS,Driver_CancerMine
FLT1,Driver_CancerMine
FLNA,Driver_CancerMine
FHIT,Driver_CancerMine
FGFR4,Driver_CancerMine
FGFR2,Driver_CancerMine
FGD1,Driver_CancerMine
FAP,Driver_CancerMine
F7,Driver_CancerMine
EZH2,Driver_CancerMine
ESR2,Driver_CancerMine
EPO,Driver_CancerMine
EPHA2,Driver_CancerMine
AGTR1,Driver_CancerMine
ELAVL1,Driver_CancerMine
EIF4A1,Driver_CancerMine
EIF2AK3,Driver_CancerMine
SCGB1D4,Driver_CancerMine
YTHDF2,Driver_CancerMine
S1PR3,Driver_CancerMine
MYO18A,Driver_CancerMine
LIN9,Driver_CancerMine
TMEM165,Driver_CancerMine
SNIP1,Driver_CancerMine
SETD7,Driver_CancerMine
PDXP,Driver_CancerMine
PRELID1,Driver_CancerMine
TANC2,Driver_CancerMine
DPYSL3,Driver_CancerMine
DNMT3A,Driver_CancerMine
DNMT1,Driver_CancerMine
MFAP5,Driver_CancerMine
SRCIN1,Driver_CancerMine
CIP2A,Driver_CancerMine
MAVS,Driver_CancerMine
CEMIP,Driver_CancerMine
SIK3,Driver_CancerMine
KDM4B,Driver_CancerMine
DLL1,Driver_CancerMine
KDM1A,Driver_CancerMine
NUP93,Driver_CancerMine
RICTOR,Driver_CancerMine
ORAI3,Driver_CancerMine
DEK,Driver_CancerMine
DDR1,Driver_CancerMine
CCN1,Driver_CancerMine
ASPRV1,Driver_CancerMine
ADORA1,Driver_CancerMine
TMEM135,Driver_CancerMine
ACSF2,Driver_CancerMine
LYAR,Driver_CancerMine
CYP1B1,Driver_CancerMine
VASH2,Driver_CancerMine
CTSV,Driver_CancerMine
CTNNB1,Driver_CancerMine
CCN2,Driver_CancerMine
C3orf62,Driver_CancerMine
FBXL20,Driver_CancerMine
SYNM,Driver_CancerMine
DTX3,Driver_CancerMine
CSF3,Driver_CancerMine
CDCP1,Driver_CancerMine
CSF1R,Driver_CancerMine
CSF1,Driver_CancerMine
CPT1A,Driver_CancerMine
KEAP1,Driver_CancerMine
CPM,Driver_CancerMine
PREX2,Driver_CancerMine
NCAPG2,Driver_CancerMine
TNS3,Driver_CancerMine
ITIH5,Driver_CancerMine
CCDC170,Driver_CancerMine
ADGRL1,Driver_CancerMine
FOXQ1,Driver_CancerMine
RSPO3,Driver_CancerMine
ATG4B,Driver_CancerMine
GREM1,Driver_CancerMine
ADAM17,Driver_CancerMine
CERK,Driver_CancerMine
CHD4,Driver_CancerMine
RIGI,Driver_CancerMine
MASTL,Driver_CancerMine
S100A14,Driver_CancerMine
CREB3L1,Driver_CancerMine
SETD2,Driver_CancerMine
RND1,Driver_CancerMine
PRMT6,Driver_CancerMine
RNF115,Driver_CancerMine
TRPV4,Driver_CancerMine
ARID1B,Driver_CancerMine
LAMTOR5,Driver_CancerMine
THEM4,Driver_CancerMine
BBC3,Driver_CancerMine
CDKN1B,Driver_CancerMine
CDKN1A,Driver_CancerMine
CDK9,Driver_CancerMine
CDK4,Driver_CancerMine
CDH2,Driver_CancerMine
CDH11,Driver_CancerMine
GPR132,Driver_CancerMine
CHST11,Driver_CancerMine
CDC42,Driver_CancerMine
SP7,Driver_CancerMine
BRF2,Driver_CancerMine
DAB2IP,Driver_CancerMine
CENPJ,Driver_CancerMine
SPDEF,Driver_CancerMine
TOPBP1,Driver_CancerMine
SMURF2,Driver_CancerMine
CD151,Driver_CancerMine
TRIM31,Driver_CancerMine
DSN1,Driver_CancerMine
ATG4C,Driver_CancerMine
ANGPTL4,Driver_CancerMine
TP63,Driver_CancerMine
FERMT1,Driver_CancerMine
PRPF6,Driver_CancerMine
OBSCN,Driver_CancerMine
MUC16,Driver_CancerMine
CBX2,Driver_CancerMine
PRPF31,Driver_CancerMine
CASP8,Driver_CancerMine
GAB2,Driver_CancerMine
BAALC,Driver_CancerMine
LPAR3,Driver_CancerMine
PMEPA1,Driver_CancerMine
ANLN,Driver_CancerMine
NGB,Driver_CancerMine
CA9,Driver_CancerMine
KMT2C,Driver_CancerMine
MAL2,Driver_CancerMine
BRD4,Driver_CancerMine
MARK4,Driver_CancerMine
RLIM,Driver_CancerMine
BEX3,Driver_CancerMine
C5AR1,Driver_CancerMine
HUNK,Driver_CancerMine
IKZF2,Driver_CancerMine
EML4,Driver_CancerMine
KAT6A,Driver_CancerMine
ZNF217,Driver_CancerMine
XRCC5,Driver_CancerMine
WWOX,Driver_CancerMine
WNT5A,Driver_CancerMine
WNT11,Driver_CancerMine
NSD3,Driver_CancerMine
WASF3,Driver_CancerMine
VIM,Driver_CancerMine
EZR,Driver_CancerMine
UCHL1,Driver_CancerMine
TXNRD1,Driver_CancerMine
TWIST1,Driver_CancerMine
TTK,Driver_CancerMine
TRPC5,Driver_CancerMine
TRIP6,Driver_CancerMine
TRAF6,Driver_CancerMine
TRAF2,Driver_CancerMine
TOP2A,Driver_CancerMine
TNFRSF11B,Driver_CancerMine
TNF,Driver_CancerMine
TLR3,Driver_CancerMine
TKT,Driver_CancerMine
TRIM24,Driver_CancerMine
TIAM1,Driver_CancerMine
THBS1,Driver_CancerMine
TGFBR2,Driver_CancerMine
TFCP2,Driver_CancerMine
TCP1,Driver_CancerMine
TCF3,Driver_CancerMine
TARBP2,Driver_CancerMine
TAF9,Driver_CancerMine
PLK4,Driver_CancerMine
STK11,Driver_CancerMine
STIM1,Driver_CancerMine
STAT1,Driver_CancerMine
STAG1,Driver_CancerMine
SPTBN2,Driver_CancerMine
SPINK1,Driver_CancerMine
SPARC,Driver_CancerMine
SPAM1,Driver_CancerMine
SOX10,Driver_CancerMine
SORL1,Driver_CancerMine
BSG,Driver_CancerMine
ARID1A,Driver_CancerMine
SMARCC1,Driver_CancerMine
ZFP36L2,Driver_CancerMine
NHERF1,Driver_CancerMine
SLC9A1,Driver_CancerMine
ZFP36L1,Driver_CancerMine
BRAF,Driver_CancerMine
SLC1A5,Driver_CancerMine
PRMT5,Driver_CancerMine
SIX1,Driver_CancerMine
SHOX2,Driver_CancerMine
SF3B1,Driver_CancerMine
SEMA7A,Driver_CancerMine
SEMA3A,Driver_CancerMine
CXCL5,Driver_CancerMine
CCL8,Driver_CancerMine
CCL27,Driver_CancerMine
CCL20,Driver_CancerMine
SCN10A,Driver_CancerMine
BIK,Driver_CancerMine
S100A6,Driver_CancerMine
RUNX2,Driver_CancerMine
ROS1,Driver_CancerMine
BCL9,Driver_CancerMine
FOXC1,Driver_CancerMine
ZNF703,Driver_CancerMine
RAB25,Driver_CancerMine
ESPL1,Driver_CancerMine
RRM2,Driver_CancerMine
MXI1,Driver_CancerMine
