Node List,Source
SETD5,Oncogene_CancerMine
MBOAT2,Oncogene_CancerMine
PHF21B,Oncogene_CancerMine
CTBP1,Oncogene_CancerMine
DEPDC1B,Oncogene_CancerMine
GREB1,Oncogene_CancerMine
E2F8,Oncogene_CancerMine
ANKHD1,Oncogene_CancerMine
FTO,Oncogene_CancerMine
WDR62,Oncogene_CancerMine
CDCP1,Oncogene_CancerMine
CSF2,Oncogene_CancerMine
CSF1R,Oncogene_CancerMine
CSF1,Oncogene_CancerMine
NCAPG,Oncogene_CancerMine
RBM15B,Oncogene_CancerMine
KMT5B,Oncogene_CancerMine
CAMK2N1,Oncogene_CancerMine
WWTR1,Oncogene_CancerMine
INF2,Oncogene_CancerMine
FOXK1,Oncogene_CancerMine
CREB1,Oncogene_CancerMine
CARM1,Oncogene_CancerMine
CPSF1,Oncogene_CancerMine
KDM4A,Oncogene_CancerMine
NLRP14,Oncogene_CancerMine
COPS5,Oncogene_CancerMine
COMP,Oncogene_CancerMine
COL6A1,Oncogene_CancerMine
CNTN1,Oncogene_CancerMine
CNTF,Oncogene_CancerMine
SIK2,Oncogene_CancerMine
ELOVL5,Oncogene_CancerMine
ZUP1,Oncogene_CancerMine
RNF126,Oncogene_CancerMine
NACC1,Oncogene_CancerMine
CLU,Oncogene_CancerMine
PHLPP1,Oncogene_CancerMine
ADAM28,Oncogene_CancerMine
SULF2,Oncogene_CancerMine
NOL6,Oncogene_CancerMine
CIT,Oncogene_CancerMine
ADAM19,Oncogene_CancerMine
PIM3,Oncogene_CancerMine
TNK2,Oncogene_CancerMine
PLAC8,Oncogene_CancerMine
KIF14,Oncogene_CancerMine
CHD6,Oncogene_CancerMine
TRIM44,Oncogene_CancerMine
PPP1R13L,Oncogene_CancerMine
CENPF,Oncogene_CancerMine
CENPE,Oncogene_CancerMine
PDZD2,Oncogene_CancerMine
PBK,Oncogene_CancerMine
DCUN1D1,Oncogene_CancerMine
ZBTB7A,Oncogene_CancerMine
MCM10,Oncogene_CancerMine
IL17RB,Oncogene_CancerMine
TRPM7,Oncogene_CancerMine
TRPM4,Oncogene_CancerMine
KAT8,Oncogene_CancerMine
SENP1,Oncogene_CancerMine
STEAP2,Oncogene_CancerMine
KAT6B,Oncogene_CancerMine
CDH11,Oncogene_CancerMine
PDLIM5,Oncogene_CancerMine
CDC6,Oncogene_CancerMine
CDC42,Oncogene_CancerMine
SPDEF,Oncogene_CancerMine
CDK1,Oncogene_CancerMine
PLCE1,Oncogene_CancerMine
KDM4C,Oncogene_CancerMine
CD81,Oncogene_CancerMine
AGAP2,Oncogene_CancerMine
TRIB1,Oncogene_CancerMine
MELK,Oncogene_CancerMine
RNF40,Oncogene_CancerMine
KLF16,Oncogene_CancerMine
TP53I11,Oncogene_CancerMine
SMURF1,Oncogene_CancerMine
FBXW7,Oncogene_CancerMine
SCARB1,Oncogene_CancerMine
KLF3,Oncogene_CancerMine
TRIM36,Oncogene_CancerMine
PAK6,Oncogene_CancerMine
PARD3,Oncogene_CancerMine
ANGPTL4,Oncogene_CancerMine
TP63,Oncogene_CancerMine
SIRPB1,Oncogene_CancerMine
YTHDF1,Oncogene_CancerMine
SEPTIN6,Oncogene_CancerMine
ELOVL6,Oncogene_CancerMine
RBM38,Oncogene_CancerMine
LRPPRC,Oncogene_CancerMine
PUS1,Oncogene_CancerMine
GOLPH3,Oncogene_CancerMine
CAV1,Oncogene_CancerMine
CAST,Oncogene_CancerMine
ZFP91,Oncogene_CancerMine
SIRT7,Oncogene_CancerMine
SIRT1,Oncogene_CancerMine
NIN,Oncogene_CancerMine
ASPN,Oncogene_CancerMine
CAPNS1,Oncogene_CancerMine
CAPN2,Oncogene_CancerMine
CDCA5,Oncogene_CancerMine
CDCA2,Oncogene_CancerMine
NUF2,Oncogene_CancerMine
IKBKE,Oncogene_CancerMine
IMP3,Oncogene_CancerMine
HIPK2,Oncogene_CancerMine
IRX5,Oncogene_CancerMine
RGS17,Oncogene_CancerMine
DMRT3,Oncogene_CancerMine
ATOH7,Oncogene_CancerMine
ITCH,Oncogene_CancerMine
FOXP2,Oncogene_CancerMine
SLC12A5,Oncogene_CancerMine
KMT2C,Oncogene_CancerMine
BIRC7,Oncogene_CancerMine
RBMS3,Oncogene_CancerMine
IFIT5,Oncogene_CancerMine
ANP32A,Oncogene_CancerMine
TRIM25,Oncogene_CancerMine
YY1,Oncogene_CancerMine
XBP1,Oncogene_CancerMine
WT1,Oncogene_CancerMine
WNT1,Oncogene_CancerMine
WDR5,Oncogene_CancerMine
VIPR1,Oncogene_CancerMine
VDR,Oncogene_CancerMine
KDM6A,Oncogene_CancerMine
USP22,Oncogene_CancerMine
UHRF1,Oncogene_CancerMine
UCHL1,Oncogene_CancerMine
UBE2I,Oncogene_CancerMine
U2AF1,Oncogene_CancerMine
TRIP13,Oncogene_CancerMine
TPT1,Oncogene_CancerMine
TNF,Oncogene_CancerMine
TMPO,Oncogene_CancerMine
TMEFF2,Oncogene_CancerMine
SEC62,Oncogene_CancerMine
TLN1,Oncogene_CancerMine
TIMP3,Oncogene_CancerMine
TIMELESS,Oncogene_CancerMine
TGFBR2,Oncogene_CancerMine
TGFB1,Oncogene_CancerMine
TERT,Oncogene_CancerMine
HNF1B,Oncogene_CancerMine
TBX2,Oncogene_CancerMine
TACSTD2,Oncogene_CancerMine
TACC3,Oncogene_CancerMine
ACLY,Oncogene_CancerMine
BUB1B,Oncogene_CancerMine
RIOK3,Oncogene_CancerMine
AURKA,Oncogene_CancerMine
STK11,Oncogene_CancerMine
STIM1,Oncogene_CancerMine
STEAP1,Oncogene_CancerMine
STC2,Oncogene_CancerMine
STAT5A,Oncogene_CancerMine
STAT1,Oncogene_CancerMine
SRY,Oncogene_CancerMine
SPRY2,Oncogene_CancerMine
SPON2,Oncogene_CancerMine
BTF3,Oncogene_CancerMine
SPINK1,Oncogene_CancerMine
SPHK1,Oncogene_CancerMine
SPARC,Oncogene_CancerMine
SNRPE,Oncogene_CancerMine
SMO,Oncogene_CancerMine
SLIT2,Oncogene_CancerMine
SLC6A1,Oncogene_CancerMine
SLC4A4,Oncogene_CancerMine
SLC16A7,Oncogene_CancerMine
STIL,Oncogene_CancerMine
SIAH1,Oncogene_CancerMine
BMX,Oncogene_CancerMine
SRSF1,Oncogene_CancerMine
SF3B1,Oncogene_CancerMine
SEC23B,Oncogene_CancerMine
SDC3,Oncogene_CancerMine
CXCL11,Oncogene_CancerMine
CCL2,Oncogene_CancerMine
SCD,Oncogene_CancerMine
S100A4,Oncogene_CancerMine
RUNX3,Oncogene_CancerMine
RRM2,Oncogene_CancerMine
RRAS,Oncogene_CancerMine
RING1,Oncogene_CancerMine
