Node List,Source
PDCD4,Tumor_Suppressor_CancerMine
PCDH9,Tumor_Suppressor_CancerMine
PCDH8,Tumor_Suppressor_CancerMine
PCBP1,Tumor_Suppressor_CancerMine
PBX1,Tumor_Suppressor_CancerMine
PRKN,Tumor_Suppressor_CancerMine
P4HA1,Tumor_Suppressor_CancerMine
OPCML,Tumor_Suppressor_CancerMine
OLR1,Tumor_Suppressor_CancerMine
AOC1,Tumor_Suppressor_CancerMine
NRG1,Tumor_Suppressor_CancerMine
NRF1,Tumor_Suppressor_CancerMine
NRBP1,Tumor_Suppressor_CancerMine
NR3C2,Tumor_Suppressor_CancerMine
NR1H4,Tumor_Suppressor_CancerMine
NPTX2,Tumor_Suppressor_CancerMine
ATM,Tumor_Suppressor_CancerMine
NPC1,Tumor_Suppressor_CancerMine
CCN3,Tumor_Suppressor_CancerMine
NF1,Tumor_Suppressor_CancerMine
NEUROG1,Tumor_Suppressor_CancerMine
NELL2,Tumor_Suppressor_CancerMine
NEFH,Tumor_Suppressor_CancerMine
NCOR2,Tumor_Suppressor_CancerMine
ABL1,Tumor_Suppressor_CancerMine
MYCN,Tumor_Suppressor_CancerMine
KMT2D,Tumor_Suppressor_CancerMine
MLH1,Tumor_Suppressor_CancerMine
MITF,Tumor_Suppressor_CancerMine
MFAP4,Tumor_Suppressor_CancerMine
MEIS1,Tumor_Suppressor_CancerMine
MDM2,Tumor_Suppressor_CancerMine
ARL2,Tumor_Suppressor_CancerMine
MBNL1,Tumor_Suppressor_CancerMine
MBD2,Tumor_Suppressor_CancerMine
MAPK8,Tumor_Suppressor_CancerMine
MAPK14,Tumor_Suppressor_CancerMine
SMAD2,Tumor_Suppressor_CancerMine
SMAD1,Tumor_Suppressor_CancerMine
RND3,Tumor_Suppressor_CancerMine
LSAMP,Tumor_Suppressor_CancerMine
LRP6,Tumor_Suppressor_CancerMine
LPL,Tumor_Suppressor_CancerMine
LGALS3,Tumor_Suppressor_CancerMine
LFNG,Tumor_Suppressor_CancerMine
LEF1,Tumor_Suppressor_CancerMine
KRAS,Tumor_Suppressor_CancerMine
KLK10,Tumor_Suppressor_CancerMine
KCNN4,Tumor_Suppressor_CancerMine
ITGB1,Tumor_Suppressor_CancerMine
IRX4,Tumor_Suppressor_CancerMine
INPP4A,Tumor_Suppressor_CancerMine
IL6,Tumor_Suppressor_CancerMine
CADM1,Tumor_Suppressor_CancerMine
IGFBP3,Tumor_Suppressor_CancerMine
IGF1R,Tumor_Suppressor_CancerMine
ANXA4,Tumor_Suppressor_CancerMine
IRF8,Tumor_Suppressor_CancerMine
HSF1,Tumor_Suppressor_CancerMine
HSD17B2,Tumor_Suppressor_CancerMine
HOXD10,Tumor_Suppressor_CancerMine
HOXC11,Tumor_Suppressor_CancerMine
HMGA1,Tumor_Suppressor_CancerMine
HK2,Tumor_Suppressor_CancerMine
HDGF,Tumor_Suppressor_CancerMine
GPER1,Tumor_Suppressor_CancerMine
GLI1,Tumor_Suppressor_CancerMine
GJA1,Tumor_Suppressor_CancerMine
GDF2,Tumor_Suppressor_CancerMine
GATA3,Tumor_Suppressor_CancerMine
GADD45A,Tumor_Suppressor_CancerMine
FZD8,Tumor_Suppressor_CancerMine
FZD7,Tumor_Suppressor_CancerMine
FZD5,Tumor_Suppressor_CancerMine
FZD4,Tumor_Suppressor_CancerMine
FZD2,Tumor_Suppressor_CancerMine
MTOR,Tumor_Suppressor_CancerMine
AKT3,Tumor_Suppressor_CancerMine
AKR1C2,Tumor_Suppressor_CancerMine
FOXM1,Tumor_Suppressor_CancerMine
FLRT2,Tumor_Suppressor_CancerMine
FLNC,Tumor_Suppressor_CancerMine
FHL2,Tumor_Suppressor_CancerMine
FHL1,Tumor_Suppressor_CancerMine
FGFR1,Tumor_Suppressor_CancerMine
FGF2,Tumor_Suppressor_CancerMine
FBP1,Tumor_Suppressor_CancerMine
FBLN1,Tumor_Suppressor_CancerMine
FANCA,Tumor_Suppressor_CancerMine
ESRRB,Tumor_Suppressor_CancerMine
ESR1,Tumor_Suppressor_CancerMine
ESM1,Tumor_Suppressor_CancerMine
ERG,Tumor_Suppressor_CancerMine
ERBB4,Tumor_Suppressor_CancerMine
EPHB6,Tumor_Suppressor_CancerMine
EPHA7,Tumor_Suppressor_CancerMine
ELF1,Tumor_Suppressor_CancerMine
SERPINB1,Tumor_Suppressor_CancerMine
EGFR,Tumor_Suppressor_CancerMine
XAF1,Tumor_Suppressor_CancerMine
DCAF1,Tumor_Suppressor_CancerMine
DVL2,Tumor_Suppressor_CancerMine
UBIAD1,Tumor_Suppressor_CancerMine
TSHZ3,Tumor_Suppressor_CancerMine
DUSP1,Tumor_Suppressor_CancerMine
ADI1,Tumor_Suppressor_CancerMine
PRRT2,Tumor_Suppressor_CancerMine
KIF7,Tumor_Suppressor_CancerMine
RILP,Tumor_Suppressor_CancerMine
DPP4,Tumor_Suppressor_CancerMine
LHPP,Tumor_Suppressor_CancerMine
DCAF6,Tumor_Suppressor_CancerMine
NLK,Tumor_Suppressor_CancerMine
DNMT1,Tumor_Suppressor_CancerMine
MTDH,Tumor_Suppressor_CancerMine
TBL1XR1,Tumor_Suppressor_CancerMine
GPSM2,Tumor_Suppressor_CancerMine
SMCHD1,Tumor_Suppressor_CancerMine
DLEC1,Tumor_Suppressor_CancerMine
BLTP2,Tumor_Suppressor_CancerMine
DKK2,Tumor_Suppressor_CancerMine
DKK1,Tumor_Suppressor_CancerMine
PYHIN1,Tumor_Suppressor_CancerMine
ANKRD22,Tumor_Suppressor_CancerMine
TMEM97,Tumor_Suppressor_CancerMine
DHX15,Tumor_Suppressor_CancerMine
DDB2,Tumor_Suppressor_CancerMine
DCN,Tumor_Suppressor_CancerMine
DCC,Tumor_Suppressor_CancerMine
DAB2,Tumor_Suppressor_CancerMine
CCN1,Tumor_Suppressor_CancerMine
HEPACAM,Tumor_Suppressor_CancerMine
ESRP2,Tumor_Suppressor_CancerMine
MFSD2A,Tumor_Suppressor_CancerMine
MIIP,Tumor_Suppressor_CancerMine
SHQ1,Tumor_Suppressor_CancerMine
CUL3,Tumor_Suppressor_CancerMine
CCDC8,Tumor_Suppressor_CancerMine
HEXIM1,Tumor_Suppressor_CancerMine
NKX2-5,Tumor_Suppressor_CancerMine
C3orf62,Tumor_Suppressor_CancerMine
EHMT1,Tumor_Suppressor_CancerMine
CDK12,Tumor_Suppressor_CancerMine
CIR1,Tumor_Suppressor_CancerMine
ARL11,Tumor_Suppressor_CancerMine
CREB3,Tumor_Suppressor_CancerMine
ELL,Tumor_Suppressor_CancerMine
COMT,Tumor_Suppressor_CancerMine
KDM7A,Tumor_Suppressor_CancerMine
