Node List,Source
ATIC,GDC_Mutational_Frequency
NONO,GDC_Mutational_Frequency
CYSLTR2,GDC_Mutational_Frequency
GNAQ,GDC_Mutational_Frequency
PHF6,GDC_Mutational_Frequency
RALGDS,GDC_Mutational_Frequency
H3-3A,GDC_Mutational_Frequency
RPN1,GDC_Mutational_Frequency
B2M,GDC_Mutational_Frequency
NAB2,GDC_Mutational_Frequency
RFWD3,GDC_Mutational_Frequency
BRD3,GDC_Mutational_Frequency
PWWP2A,GDC_Mutational_Frequency
MGMT,GDC_Mutational_Frequency
CANT1,GDC_Mutational_Frequency
MALT1,GDC_Mutational_Frequency
EIF1AX,GDC_Mutational_Frequency
ISX,GDC_Mutational_Frequency
MLF1,GDC_Mutational_Frequency
PTPN11,GDC_Mutational_Frequency
PLAG1,GDC_Mutational_Frequency
FANCF,GDC_Mutational_Frequency
TENT5C,GDC_Mutational_Frequency
NF2,GDC_Mutational_Frequency
TCEA1,GDC_Mutational_Frequency
OLIG2,GDC_Mutational_Frequency
NRAS,GDC_Mutational_Frequency
NTHL1,GDC_Mutational_Frequency
SMARCB1,GDC_Mutational_Frequency
IL21R,GDC_Mutational_Frequency
CCNE1,GDC_Mutational_Frequency
CD79A,GDC_Mutational_Frequency
CCDC6,GDC_Mutational_Frequency
PTPN6,GDC_Mutational_Frequency
TFEB,GDC_Mutational_Frequency
ACVR1,GDC_Mutational_Frequency
CCND2,GDC_Mutational_Frequency
KCNJ5,GDC_Mutational_Frequency
SSX1,GDC_Mutational_Frequency
MAP2K2,GDC_Mutational_Frequency
OMD,GDC_Mutational_Frequency
POT1,GDC_Mutational_Frequency
HOXD13,GDC_Mutational_Frequency
MNX1,GDC_Mutational_Frequency
ZNF331,GDC_Mutational_Frequency
H3-3B,GDC_Mutational_Frequency
USP44,GDC_Mutational_Frequency
PIM1,GDC_Mutational_Frequency
IRF4,GDC_Mutational_Frequency
HMGA1,GDC_Mutational_Frequency
CBLC,GDC_Mutational_Frequency
FLCN,GDC_Mutational_Frequency
WIF1,GDC_Mutational_Frequency
CREB3L1,GDC_Mutational_Frequency
TAL1,GDC_Mutational_Frequency
ELF3,GDC_Mutational_Frequency
FEV,GDC_Mutational_Frequency
CASP3,GDC_Mutational_Frequency
CDX2,GDC_Mutational_Frequency
TPM4,GDC_Mutational_Frequency
SDHAF2,GDC_Mutational_Frequency
RHOH,GDC_Mutational_Frequency
ZRSR2,GDC_Mutational_Frequency
MLLT3,GDC_Mutational_Frequency
APOBEC3B,GDC_Mutational_Frequency
NPM1,GDC_Mutational_Frequency
RAD51B,GDC_Mutational_Frequency
CCR4,GDC_Mutational_Frequency
TMPRSS2,GDC_Mutational_Frequency
FNBP1,GDC_Mutational_Frequency
MAFB,GDC_Mutational_Frequency
POU5F1,GDC_Mutational_Frequency
TAF15,GDC_Mutational_Frequency
TNFRSF17,GDC_Mutational_Frequency
HERPUD1,GDC_Mutational_Frequency
FGFR3,GDC_Mutational_Frequency
HOXA9,GDC_Mutational_Frequency
KEAP1,GDC_Mutational_Frequency
CD209,GDC_Mutational_Frequency
MAPK1,GDC_Mutational_Frequency
PDGFB,GDC_Mutational_Frequency
PTK6,GDC_Mutational_Frequency
LYL1,GDC_Mutational_Frequency
HOXA13,GDC_Mutational_Frequency
TLX1,GDC_Mutational_Frequency
IL2,GDC_Mutational_Frequency
BCL7A,GDC_Mutational_Frequency
QKI,GDC_Mutational_Frequency
SDHB,GDC_Mutational_Frequency
CD274,GDC_Mutational_Frequency
CDKN2C,GDC_Mutational_Frequency
HOXC13,GDC_Mutational_Frequency
SDC4,GDC_Mutational_Frequency
CDKN1A,GDC_Mutational_Frequency
BCL2L12,GDC_Mutational_Frequency
KNSTRN,GDC_Mutational_Frequency
MLLT1,GDC_Mutational_Frequency
DDB2,GDC_Mutational_Frequency
LMO2,GDC_Mutational_Frequency
HMGA2,GDC_Mutational_Frequency
