Gene Name,Source
ALDH1A1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ALDH1A2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ALDH1L1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ALDH2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ALG1L,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ALPG,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ALPK3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ALPP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ALX4,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AMELX,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AMER2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AMER3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AMH,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AMPD1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AMZ1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ANGPT1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANGPT4,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANGPTL1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANGPTL5,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANGPTL7,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANGPTL8,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANK2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANKRD22,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ANKRD29,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANKRD30B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ANKRD53,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ANLN,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ANXA1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AOC1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AOC2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AOC3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AOX1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
APCDD1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
APLP1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOA1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOB,GDC_DEGs_Downregulated_Project_TCGA-BRCA
APOBEC1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOBEC3B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOBEC4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOC3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
APOLD1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AQP1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AQP7,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ARHGAP11A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ARHGAP20,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ARL14,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ARMC3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ARNT2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ART3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ARTN,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASCL1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASCL2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASCL4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASF1B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASIC5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASPA,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ASPM,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ASZ1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
ATF3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ATOH8,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ATP1A2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
ATP1A3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AUNIP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AURKA,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AURKB,GDC_DEGs_Upregulated_Project_TCGA-BRCA
AVP,GDC_DEGs_Downregulated_Project_TCGA-BRCA
AVPR2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
B3GALT1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
B4GALNT2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BBOX1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BCAS1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BCAS4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BEND2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BEX1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BGN,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BHMT2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BICDL1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BIRC5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BMP2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BMP3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BMP8A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BMPER,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BMPR1B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BMX,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BNIP5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BPIFA1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BPIFA2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BPIFB1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BPIFB6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BRINP3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BRIP1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BRSK2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BTNL9,GDC_DEGs_Downregulated_Project_TCGA-BRCA
BUB1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BUB1B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
BX276092.9,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C10orf82,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C10orf90,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C11orf86,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C11orf87,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C11orf97,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C12orf56,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C13orf42,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C14orf180,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C16orf92,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1QTNF6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1QTNF7,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C1QTNF8,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1QTNF9,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C1orf105,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1orf158,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1orf167,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1orf185,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C1orf194,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C1orf94,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C20orf204,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C20orf85,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C2CD4B,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C2orf83,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C2orf88,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C4BPA,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C4orf50,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C4orf51,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C4orf54,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C6,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C6orf118,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C6orf58,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C7orf33,GDC_DEGs_Upregulated_Project_TCGA-BRCA
C8orf88,GDC_DEGs_Downregulated_Project_TCGA-BRCA
C9orf116,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CA3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CA4,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CA9,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CABP1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CABP7,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACHD1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CACNA1B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACNA1H,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACNG1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACNG4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACNG5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CACNG6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CADM3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CADPS,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CALB2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CALHM1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CALML5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CALY,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAMK2N2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAMP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAPN11,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAPN9,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAPS,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAPSL,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CAPZA3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CARD17,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CARTPT,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CASP14,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CASQ2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAT,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAV1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAV2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAV3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CAVIN2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CBLIF,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CBLN2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CBX2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CBY2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCBE1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC141,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC151,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC175,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC178,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC185,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC187,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC196,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC201,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC60,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC69,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCDC78,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCDC83,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCKBR,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCL11,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCL13,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL14,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL16,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL20,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCL21,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL23,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL24,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL28,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CCL7,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCN4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNA2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNB1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNB2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNE1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNE2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNO,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCNP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CCR8,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CD177,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CD19,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CD1A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CD209,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CD300LG,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CD34,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CD36,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CD80,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC20,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC20B,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC25A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC25C,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC45,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDC6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDCA2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDCA3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDCA5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDCA8,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDH12,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CDH18,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDH2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDH20,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CDH7,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDK1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDK5R2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDKN1C,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CDKN2A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDKN3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CDO1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CDT1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CEACAM5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CEACAM6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CEBPA,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CELF3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CELSR3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CEMIP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPA,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPE,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPF,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPI,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPM,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CENPU,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CEP55,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CERKL,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CES1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CETP,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CFAP20DC,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFAP45,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFAP47,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFAP65,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFAP99,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFB,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFD,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CFHR4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CFL2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CGA,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHAT,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHGA,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHGB,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHL1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CHRDL1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CHRNA4,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHRNA6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHRNA9,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHST6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CHST9,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CIB3,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CIDEA,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CIDEC,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CILP2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CKAP2L,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CKMT2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CKS2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLCA4,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLDN11,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLDN19,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLDN25,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLDN5,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLDN6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLDN8,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLDN9,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLEC2A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLEC3A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLEC3B,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLEC4M,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLEC5A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLEC6A,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLGN,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLIC5,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLMP,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CLPS,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLPSL1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLPSL2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLRN1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CLSPN,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CMA1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CNGA2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CNIH2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CNN1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CNTFR,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CNTN5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CNTNAP2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CNTNAP3,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CNTNAP3B,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COL10A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL11A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL17A1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COL1A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL22A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL25A1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COL2A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL6A5,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COL6A6,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COL9A1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COMP,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CORO2B,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COX6A2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COX6C,GDC_DEGs_Upregulated_Project_TCGA-BRCA
COX7A1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
COX7B2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CPA1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CPA2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CPA6,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CPB1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CPED1,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CPLX2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CPM,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CPNE7,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CR589904.2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CRABP2,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CRACD,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CRB2,GDC_DEGs_Downregulated_Project_TCGA-BRCA
CRCT1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CREB3L1,GDC_DEGs_Upregulated_Project_TCGA-BRCA
CREB5,GDC_DEGs_Downregulated_Project_TCGA-BRCA
